"Genotype";"Angle_Yr";"AUDPC_days_Yr";"AUDPC_GDD_Yr";"GDD50_Yr";"maxVar_Yr"
"G280";0.506415588896443;217.972612373117;8133.22105360629;1633.59484712317;11.8821301136061
"G281";0.308415588896442;54.3726123731171;1594.30292955748;1640.09484712317;7.28213011360608
"G282";0.560588368799576;259.576656545148;9695.39488787463;1641.04230836436;12.5026748812399
"G284";0.863112368218862;304.128818784835;11253.4553367903;1655.55871472;20.5928279924845
"G285";1.19977903488553;537.878818784834;20637.8373574682;1617.64204805334;28.0928279924846
"G286";0.468112368218862;182.628818784835;7867.46950055963;1628.47538138667;10.5928279924846
"G287";0.334415588896443;112.972612373117;4375.41092260377;1692.09484712317;7.8821301136061
"G288";0.404779034885528;100.795485451502;4469.01026584902;1688.05871472;9.75949465915123
"G289";0.418415588896443;142.972612373117;5053.80585022865;1672.59484712317;9.88213011360606
"G290";0.1175715412956;69.1147892612415;3448.91061411573;1631.00342667655;2.29691181997788
"G291";1.0964457015522;495.545485451501;16071.9444751519;1623.05871472;24.7594946591512
"G292";1.0214457015522;482.878818784835;17382.3194533534;1628.47538138667;23.9261613258179
"G293";-0.0359740185058393;36.1210206218631;3497.19887710329;1627.10474520497;-1.52978314398977
"G294";0.744194022065385;223.406877832022;10612.3954702786;1704.6692908069;17.1846603374979
"G295";1.41441558889644;580.472612373117;22271.652984708;1577.54084712317;32.8821301136061
"G296";0.118282796894355;-46.7955905913047;1442.70422808692;1690.59850898818;2.66534186903278
"G297";0.436415588896443;133.972612373117;6074.57409600236;1662.84484712317;9.88213011360607
"G298";0.278614776899574;184.37491681975;3965.37771741746;1621.21435432565;6.20731248046604
"G299";-0.152824779446435;-45.763288026454;3004.48824437441;1639.17147303414;-4.43201335017342
"G300";0.405464447400154;224.019864004053;6184.08791572941;1605.96178355915;8.90660031721178
"G301";0.804779034885529;405.795485451501;12381.2511550634;1631.18371472;18.0928279924846
"G302";1.3114457015522;448.712152118168;20820.5940735525;1655.55871472;31.4261613258179
"G303";0.746765163725968;361.531936896584;12746.9233013193;1639.39335227128;17.1121884695617
"G304";0.809779034885529;422.462152118168;13151.6613006712;1590.23538138667;18.9261613258179
"G305";1.2764457015522;610.378818784835;22409.033224736;1541.16204805334;28.0928279924845
"G306";1.11811236821886;480.378818784835;20529.3685454922;1633.89204805334;24.7594946591512
"G307";0.949779034885529;412.878818784835;15082.9136037296;1628.47538138667;21.4261613258179
"G308";-0.213969643884444;-70.5351425762628;3717.94675081191;1636.91991813167;-5.97354114795561
